GeneSet,Description,Gene
OXPHOS,OXPHOS,COX5A
OXPHOS,OXPHOS,COX5B
OXPHOS,OXPHOS,COX6A1
OXPHOS,OXPHOS,COX6A2
OXPHOS,OXPHOS,COX6B1
OXPHOS,OXPHOS,COX6B2
OXPHOS,OXPHOS,COX6C
OXPHOS,OXPHOS,COX7A1
OXPHOS,OXPHOS,COX7A2
OXPHOS,OXPHOS,COX7A2L
OXPHOS,OXPHOS,COX7B
OXPHOS,OXPHOS,COX7B2
OXPHOS,OXPHOS,COX7C
OXPHOS,OXPHOS,COX8A
OXPHOS,OXPHOS,COX8C
OXPHOS,OXPHOS,CYC1
OXPHOS,OXPHOS,CYCS
OXPHOS,OXPHOS,DMAC1
OXPHOS,OXPHOS,DMAC2
OXPHOS,OXPHOS,DMAC2L
OXPHOS,OXPHOS,ECSIT
OXPHOS,OXPHOS,FMC1
OXPHOS,OXPHOS,FOXRED1
OXPHOS,OXPHOS,HCCS
OXPHOS,OXPHOS,HIGD1A
OXPHOS,OXPHOS,HIGD2A
OXPHOS,OXPHOS,LYRM2
OXPHOS,OXPHOS,LYRM7
OXPHOS,OXPHOS,MT-ATP6
OXPHOS,OXPHOS,MT-ATP8
OXPHOS,OXPHOS,MT-CO1
OXPHOS,OXPHOS,MT-CO2
OXPHOS,OXPHOS,MT-CO3
OXPHOS,OXPHOS,MT-CYB
OXPHOS,OXPHOS,MT-ND1
OXPHOS,OXPHOS,MT-ND2
OXPHOS,OXPHOS,MT-ND3
OXPHOS,OXPHOS,MT-ND4
OXPHOS,OXPHOS,MT-ND4L
OXPHOS,OXPHOS,MT-ND5
OXPHOS,OXPHOS,MT-ND6
OXPHOS,OXPHOS,NDUFA1
OXPHOS,OXPHOS,NDUFA10
OXPHOS,OXPHOS,NDUFA11
OXPHOS,OXPHOS,NDUFA12
OXPHOS,OXPHOS,NDUFA13
OXPHOS,OXPHOS,NDUFA2
OXPHOS,OXPHOS,NDUFA3
OXPHOS,OXPHOS,NDUFA4
OXPHOS,OXPHOS,NDUFA5
OXPHOS,OXPHOS,NDUFA6
OXPHOS,OXPHOS,NDUFA7
OXPHOS,OXPHOS,NDUFA8
OXPHOS,OXPHOS,NDUFA9
OXPHOS,OXPHOS,NDUFAB1
OXPHOS,OXPHOS,NDUFAF1
OXPHOS,OXPHOS,NDUFAF2
OXPHOS,OXPHOS,NDUFAF3
OXPHOS,OXPHOS,NDUFAF4
OXPHOS,OXPHOS,NDUFAF5
OXPHOS,OXPHOS,NDUFAF6
OXPHOS,OXPHOS,NDUFAF7
OXPHOS,OXPHOS,NDUFAF8
OXPHOS,OXPHOS,NDUFB1
OXPHOS,OXPHOS,NDUFB10
OXPHOS,OXPHOS,NDUFB11
OXPHOS,OXPHOS,NDUFB2
OXPHOS,OXPHOS,NDUFB3
OXPHOS,OXPHOS,NDUFB4
OXPHOS,OXPHOS,NDUFB5
OXPHOS,OXPHOS,NDUFB6
OXPHOS,OXPHOS,NDUFB7
OXPHOS,OXPHOS,NDUFB8
OXPHOS,OXPHOS,NDUFB9
OXPHOS,OXPHOS,NDUFC1
OXPHOS,OXPHOS,NDUFC2
OXPHOS,OXPHOS,NDUFS1
OXPHOS,OXPHOS,NDUFS2
OXPHOS,OXPHOS,NDUFS3
OXPHOS,OXPHOS,NDUFS4
OXPHOS,OXPHOS,NDUFS5
OXPHOS,OXPHOS,NDUFS6
OXPHOS,OXPHOS,NDUFS7
OXPHOS,OXPHOS,NDUFS8
OXPHOS,OXPHOS,NDUFV1
OXPHOS,OXPHOS,NDUFV2
OXPHOS,OXPHOS,NDUFV3
OXPHOS,OXPHOS,NUBPL
OXPHOS,OXPHOS,PET100
OXPHOS,OXPHOS,PET117
OXPHOS,OXPHOS,PNKD
OXPHOS,OXPHOS,RAB5IF
OXPHOS,OXPHOS,SCO1
OXPHOS,OXPHOS,SCO2
OXPHOS,OXPHOS,SDHA
OXPHOS,OXPHOS,SDHAF1
OXPHOS,OXPHOS,SDHAF2
OXPHOS,OXPHOS,SDHAF3
OXPHOS,OXPHOS,SDHAF4
OXPHOS,OXPHOS,SDHB
OXPHOS,OXPHOS,SDHC
OXPHOS,OXPHOS,SDHD
OXPHOS,OXPHOS,SMIM20
OXPHOS,OXPHOS,SURF1
OXPHOS,OXPHOS,TACO1
OXPHOS,OXPHOS,TIMM21
OXPHOS,OXPHOS,TIMMDC1
OXPHOS,OXPHOS,TMEM126A
OXPHOS,OXPHOS,TMEM126B
OXPHOS,OXPHOS,TMEM177
OXPHOS,OXPHOS,TMEM186
OXPHOS,OXPHOS,TMEM70
OXPHOS,OXPHOS,TTC19
OXPHOS,OXPHOS,UQCC1
OXPHOS,OXPHOS,UQCC2
OXPHOS,OXPHOS,UQCC3
OXPHOS,OXPHOS,UQCR10
OXPHOS,OXPHOS,UQCR11
OXPHOS,OXPHOS,UQCRB
OXPHOS,OXPHOS,UQCRC1
OXPHOS,OXPHOS,UQCRC2
OXPHOS,OXPHOS,UQCRFS1
OXPHOS,OXPHOS,UQCRH
OXPHOS,OXPHOS,UQCRQ
Urea_cycle,Metabolism.Amino_acid_metabolism.Urea_cycle,CA5A
Urea_cycle,Metabolism.Amino_acid_metabolism.Urea_cycle,CA5B
Urea_cycle,Metabolism.Amino_acid_metabolism.Urea_cycle,CPS1
Urea_cycle,Metabolism.Amino_acid_metabolism.Urea_cycle,NAGS
Urea_cycle,Metabolism.Amino_acid_metabolism.Urea_cycle,OTC
Urea_cycle,Metabolism.Amino_acid_metabolism.Urea_cycle,SLC25A13
Urea_cycle,Metabolism.Amino_acid_metabolism.Urea_cycle,SLC25A15
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,APEX1
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,ATAD3A
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,ATAD3B
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,DNA2
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,ENDOG
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,EXOG
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,LIG3
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,METTL4
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,MGME1
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,MTERF1
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,MTERF2
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,MUTYH
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,OGG1
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,PIF1
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,POLB
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,POLDIP2
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,POLG
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,POLG2
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,POLQ
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,POLRMT
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,PPA2
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,PRIMPOL
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,RECQL4
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,RNASEH1
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,SSBP1
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,TFAM
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,TFB2M
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,TOP1MT
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,TOP3A
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,TWNK
mtDNA_maintenance,Mitochondrial_central_dogma.mtDNA_maintenance,UNG
TOM,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TOM,TOMM20
TOM,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TOM,TOMM22
TOM,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TOM,TOMM34
TOM,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TOM,TOMM40
TOM,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TOM,TOMM40L
TOM,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TOM,TOMM5
TOM,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TOM,TOMM6
TOM,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TOM,TOMM7
TOM,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TOM,TOMM70
Vitamin_B1_metabolism,Metabolism.Vitamin_metabolism.Vitamin_B1_metabolism,SLC25A19
Import_motor,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.Import_motor,DNAJC15
Import_motor,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.Import_motor,DNAJC19
Import_motor,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.Import_motor,GRPEL1
Import_motor,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.Import_motor,GRPEL2
Import_motor,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.Import_motor,PAM16
Import_motor,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.Import_motor,TIMM44
Choline_and_betaine_metabolism,Metabolism.Vitamin_metabolism.Choline_and_betaine_metabolism,ALDH7A1
Choline_and_betaine_metabolism,Metabolism.Vitamin_metabolism.Choline_and_betaine_metabolism,CHDH
Choline_and_betaine_metabolism,Metabolism.Vitamin_metabolism.Choline_and_betaine_metabolism,DMGDH
Choline_and_betaine_metabolism,Metabolism.Vitamin_metabolism.Choline_and_betaine_metabolism,ETFA
Choline_and_betaine_metabolism,Metabolism.Vitamin_metabolism.Choline_and_betaine_metabolism,ETFB
Choline_and_betaine_metabolism,Metabolism.Vitamin_metabolism.Choline_and_betaine_metabolism,ETFDH
Choline_and_betaine_metabolism,Metabolism.Vitamin_metabolism.Choline_and_betaine_metabolism,SARDH
TIM23_presequence_pathway,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TIM23_presequence_pathway,ROMO1
TIM23_presequence_pathway,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TIM23_presequence_pathway,TIMM17A
TIM23_presequence_pathway,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TIM23_presequence_pathway,TIMM17B
TIM23_presequence_pathway,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TIM23_presequence_pathway,TIMM21
TIM23_presequence_pathway,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TIM23_presequence_pathway,TIMM23
TIM23_presequence_pathway,Protein_import_sorting_and_homeostasis.Protein_import_and_sorting.TIM23_presequence_pathway,TIMM50
CI_subunits,OXPHOS.Complex_I.CI_subunits,MT-ND1
CI_subunits,OXPHOS.Complex_I.CI_subunits,MT-ND2
CI_subunits,OXPHOS.Complex_I.CI_subunits,MT-ND3
CI_subunits,OXPHOS.Complex_I.CI_subunits,MT-ND4
CI_subunits,OXPHOS.Complex_I.CI_subunits,MT-ND4L
CI_subunits,OXPHOS.Complex_I.CI_subunits,MT-ND5
CI_subunits,OXPHOS.Complex_I.CI_subunits,MT-ND6
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFA1
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFA10
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFA11
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFA12
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFA13
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFA2
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFA3
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFA5
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFA6
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFA7
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFA8
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFA9
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFAB1
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFB1
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFB10
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFB11
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFB2
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFB3
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFB4
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFB5
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFB6
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFB7
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFB8
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFB9
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFC1
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFC2
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFS1
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFS2
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFS3
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFS4
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFS5
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFS6
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFS7
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFS8
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFV1
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFV2
CI_subunits,OXPHOS.Complex_I.CI_subunits,NDUFV3
Tetrahydrobiopterin_synthesis,Metabolism.Metals_and_cofactors.Tetrahydrobiopterin_synthesis,PCBD2
Tetrahydrobiopterin_synthesis,Metabolism.Metals_and_cofactors.Tetrahydrobiopterin_synthesis,QDPR
Tetrahydrobiopterin_synthesis,Metabolism.Metals_and_cofactors.Tetrahydrobiopterin_synthesis,SPR
Branched-chain_amino_acid_dehydrogenase_complex,Metabolism.Amino_acid_metabolism.Branched-chain_amino_acid_dehydrogenase_complex,BCKDHA
Branched-chain_amino_acid_dehydrogenase_complex,Metabolism.Amino_acid_metabolism.Branched-chain_amino_acid_dehydrogenase_complex,BCKDHB
Branched-chain_amino_acid_dehydrogenase_complex,Metabolism.Amino_acid_metabolism.Branched-chain_amino_acid_dehydrogenase_complex,BCKDK
Branched-chain_amino_acid_dehydrogenase_complex,Metabolism.Amino_acid_metabolism.Branched-chain_amino_acid_dehydrogenase_complex,DBT
Branched-chain_amino_acid_dehydrogenase_complex,Metabolism.Amino_acid_metabolism.Branched-chain_amino_acid_dehydrogenase_complex,DLD
Branched-chain_amino_acid_dehydrogenase_complex,Metabolism.Amino_acid_metabolism.Branched-chain_amino_acid_dehydrogenase_complex,PPM1K
Vitamin_C_metabolism,Metabolism.Vitamin_metabolism.Vitamin_C_metabolism,GLRX2
Vitamin_C_metabolism,Metabolism.Vitamin_metabolism.Vitamin_C_metabolism,TXN2
Iron_homeostasis,Metabolism.Metals_and_cofactors.Iron_homeostasis,FAM210B
Iron_homeostasis,Metabolism.Metals_and_cofactors.Iron_homeostasis,FTH1
Iron_homeostasis,Metabolism.Metals_and_cofactors.Iron_homeostasis,FTMT
Iron_homeostasis,Metabolism.Metals_and_cofactors.Iron_homeostasis,SLC25A28
Iron_homeostasis,Metabolism.Metals_and_cofactors.Iron_homeostasis,SLC25A37
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,BCL2L13
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,FKBP8
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,FUNDC1
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,MARCHF5
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,NBR1
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,NIPSNAP1
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,NIPSNAP2
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,PARK7
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,PARL
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,PGAM5
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,PINK1
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,PRKN
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,RAB24
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,SNAP29
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,STX17
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,TOMM7
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,USP30
Autophagy,Mitochondrial_dynamics_and_surveillance.Autophagy,VPS13D
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,AFG1L
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,AFG3L2
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,AGK
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,AIFM1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,ATAD1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,ATP23
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,CASP3
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,CASP8
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,CASP9
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,CHCHD4
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,CLPB
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,CLPP
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,CLPX
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,DNAJA3
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,DNAJC11
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,DNAJC15
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,DNAJC19
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,DNAJC4
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,DNLZ
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,FKBP10
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,GFER
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,GRPEL1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,GRPEL2
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,HSPD1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,HSPE1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,HTRA2
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,IDE
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,IMMP1L
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,IMMP2L
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,LACTB
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,LAP3
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,LONP1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,MAIP1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,METAP1D
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,MIPEP
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,MTX1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,MTX2
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,MUL1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,NLN
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,NRDC
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,OMA1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,OXA1L
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,PAM16
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,PARK7
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,PARL
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,PDF
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,PHB
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,PHB2
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,PITRM1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,PMPCA
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,PMPCB
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,PRSS35
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,ROMO1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,SAMM50
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,SPG7
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,STOML2
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM10
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM10B
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM13
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM17A
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM17B
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM21
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM22
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM23
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM29
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM44
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM50
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM8A
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM8B
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TIMM9
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TOMM20
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TOMM20L
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TOMM22
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TOMM34
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TOMM40
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TOMM40L
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TOMM5
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TOMM6
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TOMM7
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TOMM70
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,TRAP1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,UQCRC1
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,UQCRC2
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,USP30
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,XPNPEP3
Protein_import_sorting_and_homeostasis,Protein_import_sorting_and_homeostasis,YME1L1
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,AHCYL1
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,AIFM1
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,AIFM2
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,AIFM3
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,APOO
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,APOOL
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,ARL2
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,ARMC10
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,ARMCX1
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,ARMCX3
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,ATAD3A
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,ATAD3B
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,ATP5MD
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,ATP5ME
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,ATP5MG
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,BAD
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,BAK1
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,BAX
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,BBC3
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,BCL2
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,BCL2A1
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,BCL2L1
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,BCL2L10
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,BCL2L11
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,BCL2L13
Mitochondrial_dynamics_and_surveillance,Mitochondrial_dynamics_and_surveillance,BCL2L2
